https t co	213615
argentina https t	5799
enter https t	4774
aires https t	4364
buenos aires https	4362
me voy a	4144
el d a	3343
que ganas de	3000
a https t	2917
acaba de publicar	2610
una foto en	2536
publicar una foto	2476
de publicar una	2476
n https t	2379
todo lo que	2273
de https t	2255
s https t	2174
despu s de	2072
buen d a	2020
e https t	1840
enter enter https	1709
m s que	1681
d https t	1674
te extra o	1637
m s de	1629
la concha de	1626
que no me	1586
un d a	1556
la puta madre	1549
la ma ana	1537
l https t	1536
enter enter enter	1467
p https t	1439
los d as	1405
que no se	1404
lo m s	1397
y https t	1385
buenos aires argentina	1375
de buenos aires	1325
me va a	1320
y no me	1319
el https t	1298
d a de	1292
aires argentina https	1290
que https t	1271
de mi vida	1259
en https t	1252
la https t	1251
c https t	1202
de lo que	1156
voy a dormir	1149
no voy a	1144
lo que me	1140
buenos d as	1133
todav a no	1111
va a ser	1109
m https t	1104
a mi me	1080
que voy a	1061
lo nico que	1050
y despu s	1035
la gente que	1035
unas ganas de	1021
todos los d	1019
ciudad aut noma	1002
aut noma de	991
no puedo creer	984
yo tambi n	963
contra la dictadura	953
alegato contra la	953
la dictadura gorila	953
y del gobernador	953
dictadura gorila del	953
gorila del presidente	953
no se puede	952
del presidente macri	950
todo el d	949
presidente macri y	948
a esta hora	947
nada m s	947
macri y del	946
manuel urtubey enter	945
juan manuel urtubey	945
del gobernador juan	942
gobernador juan manuel	942
noma de buenos	940
cada vez que	933
a la mierda	899
te voy a	888
el a o	887
tengo ganas de	885
se va a	883
en ciudad aut	882
n d a	874
no https t	864
no se si	859
alg n d	851
es m s	849
q https t	845
es lo que	842
